ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
CM,2020-07-20,28,28,0,0,0
CN,2020-07-20,3,3,0,0,0
CT,2020-07-20,1057,1052,0,5,0
EX,2020-07-20,9,9,0,0,0
GA,2020-07-20,21,21,0,0,0
IB,2020-07-20,16,16,0,0,0
MC,2020-07-20,38,38,0,0,0
MD,2020-07-20,195,194,0,1,0
ML,2020-07-20,0,0,0,0,0
NC,2020-07-20,102,102,0,0,0
PV,2020-07-20,113,113,0,0,0
RI,2020-07-20,5,5,0,0,0
VC,2020-07-20,121,121,0,0,0
AN,2020-07-21,74,74,0,0,0
AR,2020-07-21,457,457,0,0,0
AS,2020-07-21,2,2,0,0,0
CB,2020-07-21,5,5,0,0,0
CE,2020-07-21,0,0,0,0,0
CL,2020-07-21,20,20,0,0,0
CM,2020-07-21,24,24,0,0,0
CN,2020-07-21,11,11,0,0,0
CT,2020-07-21,998,984,0,13,1
EX,2020-07-21,17,17,0,0,0
GA,2020-07-21,26,26,0,0,0
IB,2020-07-21,13,13,0,0,0
MC,2020-07-21,49,49,0,0,0
MD,2020-07-21,236,235,0,1,0
ML,2020-07-21,0,0,0,0,0
NC,2020-07-21,118,118,0,0,0
PV,2020-07-21,120,120,0,0,0
RI,2020-07-21,17,17,0,0,0
VC,2020-07-21,131,131,0,0,0
AN,2020-07-22,78,78,0,0,0
AR,2020-07-22,467,467,0,0,0
AS,2020-07-22,2,2,0,0,0
CB,2020-07-22,7,7,0,0,0
CE,2020-07-22,1,1,0,0,0
CL,2020-07-22,24,24,0,0,0
CM,2020-07-22,41,41,0,0,0
CN,2020-07-22,8,8,0,0,0
CT,2020-07-22,1040,1034,0,5,1
EX,2020-07-22,6,6,0,0,0
GA,2020-07-22,18,18,0,0,0
IB,2020-07-22,15,15,0,0,0
MC,2020-07-22,59,59,0,0,0
MD,2020-07-22,235,233,0,2,0
ML,2020-07-22,0,0,0,0,0
NC,2020-07-22,65,65,0,0,0
PV,2020-07-22,158,158,0,0,0
RI,2020-07-22,9,9,0,0,0
VC,2020-07-22,138,138,0,0,0
AN,2020-07-23,125,125,0,0,0
AR,2020-07-23,394,393,0,1,0
AS,2020-07-23,4,4,0,0,0
CB,2020-07-23,8,8,0,0,0
CE,2020-07-23,0,0,0,0,0
CL,2020-07-23,45,45,0,0,0
CM,2020-07-23,21,21,0,0,0
CN,2020-07-23,11,11,0,0,0
CT,2020-07-23,1015,1011,0,4,0
EX,2020-07-23,4,4,0,0,0
GA,2020-07-23,13,13,0,0,0
IB,2020-07-23,20,20,0,0,0
MC,2020-07-23,48,48,0,0,0
MD,2020-07-23,222,221,0,1,0
ML,2020-07-23,0,0,0,0,0
NC,2020-07-23,67,67,0,0,0
PV,2020-07-23,124,124,0,0,0
RI,2020-07-23,5,5,0,0,0
VC,2020-07-23,126,126,0,0,0
AN,2020-07-24,127,127,0,0,0
AR,2020-07-24,451,451,0,0,0
AS,2020-07-24,3,3,0,0,0
CB,2020-07-24,6,6,0,0,0
CE,2020-07-24,0,0,0,0,0
CL,2020-07-24,37,37,0,0,0
CM,2020-07-24,45,45,0,0,0
CN,2020-07-24,5,5,0,0,0
CT,2020-07-24,1035,1029,0,5,1
EX,2020-07-24,11,11,0,0,0
GA,2020-07-24,15,15,0,0,0
IB,2020-07-24,25,25,0,0,0
MC,2020-07-24,72,72,0,0,0
MD,2020-07-24,335,333,0,2,0
ML,2020-07-24,0,0,0,0,0
NC,2020-07-24,56,56,0,0,0
PV,2020-07-24,111,111,0,0,0
RI,2020-07-24,11,11,0,0,0
VC,2020-07-24,153,153,0,0,0
AN,2020-07-25,110,110,0,0,0
AR,2020-07-25,375,375,0,0,0
AS,2020-07-25,8,8,0,0,0
CB,2020-07-25,9,9,0,0,0
CE,2020-07-25,0,0,0,0,0
CL,2020-07-25,29,29,0,0,0
CM,2020-07-25,25,25,0,0,0
CN,2020-07-25,13,13,0,0,0
CT,2020-07-25,654,653,0,1,0
EX,2020-07-25,4,4,0,0,0
GA,2020-07-25,16,16,0,0,0
IB,2020-07-25,24,24,0,0,0
MC,2020-07-25,84,84,0,0,0
MD,2020-07-25,286,284,0,2,0
ML,2020-07-25,0,0,0,0,0
NC,2020-07-25,82,82,0,0,0
PV,2020-07-25,172,172,0,0,0
RI,2020-07-25,2,2,0,0,0
VC,2020-07-25,166,166,0,0,0
AN,2020-07-26,105,105,0,0,0
AR,2020-07-26,387,387,0,0,0
AS,2020-07-26,7,7,0,0,0
CB,2020-07-26,7,7,0,0,0
CE,2020-07-26,1,1,0,0,0
CL,2020-07-26,31,31,0,0,0
CM,2020-07-26,24,24,0,0,0
CN,2020-07-26,7,7,0,0,0
CT,2020-07-26,583,582,0,1,0
EX,2020-07-26,7,7,0,0,0
GA,2020-07-26,9,9,0,0,0
IB,2020-07-26,47,47,0,0,0
MC,2020-07-26,50,50,0,0,0
MD,2020-07-26,241,239,0,2,0
ML,2020-07-26,4,4,0,0,0
NC,2020-07-26,79,79,0,0,0
PV,2020-07-26,164,164,0,0,0
RI,2020-07-26,1,1,0,0,0
VC,2020-07-26,124,124,0,0,0
AN,2020-07-27,143,143,0,0,0
AR,2020-07-27,573,573,0,0,0
AS,2020-07-27,6,6,0,0,0
CB,2020-07-27,6,6,0,0,0
CE,2020-07-27,0,0,0,0,0
CL,2020-07-27,70,68,0,2,0
CM,2020-07-27,53,53,0,0,0
CN,2020-07-27,9,9,0,0,0
CT,2020-07-27,1022,1014,0,8,0
EX,2020-07-27,9,9,0,0,0
GA,2020-07-27,24,24,0,0,0
IB,2020-07-27,40,40,0,0,0
MC,2020-07-27,60,60,0,0,0
MD,2020-07-27,497,496,0,1,0
ML,2020-07-27,1,1,0,0,0
NC,2020-07-27,52,52,0,0,0
PV,2020-07-27,216,216,0,0,0
RI,2020-07-27,8,8,0,0,0
VC,2020-07-27,208,208,0,0,0
AN,2020-07-28,148,148,0,0,0
AR,2020-07-28,518,518,0,0,0
AS,2020-07-28,13,13,0,0,0
CB,2020-07-28,8,8,0,0,0
CE,2020-07-28,0,0,0,0,0
CL,2020-07-28,87,87,0,0,0
CM,2020-07-28,57,57,0,0,0
CN,2020-07-28,9,9,0,0,0
CT,2020-07-28,1051,1047,0,4,0
EX,2020-07-28,21,21,0,0,0
GA,2020-07-28,36,36,0,0,0
IB,2020-07-28,52,52,0,0,0
MC,2020-07-28,74,74,0,0,0
MD,2020-07-28,577,575,0,2,0
ML,2020-07-28,1,1,0,0,0
NC,2020-07-28,40,40,0,0,0
PV,2020-07-28,223,223,0,0,0
RI,2020-07-28,9,9,0,0,0
VC,2020-07-28,192,192,0,0,0
AN,2020-07-29,150,150,0,0,0
AR,2020-07-29,533,533,0,0,0
AS,2020-07-29,15,15,0,0,0
CB,2020-07-29,10,10,0,0,0
CE,2020-07-29,0,0,0,0,0
CL,2020-07-29,76,76,0,0,0
CM,2020-07-29,55,55,0,0,0
CN,2020-07-29,6,6,0,0,0
CT,2020-07-29,1089,1081,0,8,0
EX,2020-07-29,17,17,0,0,0
GA,2020-07-29,27,27,0,0,0
IB,2020-07-29,55,55,0,0,0
MC,2020-07-29,90,90,0,0,0
MD,2020-07-29,520,517,0,3,0
ML,2020-07-29,1,1,0,0,0
NC,2020-07-29,62,62,0,0,0
PV,2020-07-29,205,205,0,0,0
RI,2020-07-29,4,4,0,0,0
VC,2020-07-29,276,276,0,0,0
AN,2020-07-30,206,206,0,0,0
AR,2020-07-30,493,493,0,0,0
AS,2020-07-30,12,12,0,0,0
CB,2020-07-30,26,26,0,0,0
CE,2020-07-30,0,0,0,0,0
CL,2020-07-30,74,72,0,2,0
CM,2020-07-30,46,46,0,0,0
CN,2020-07-30,12,12,0,0,0
CT,2020-07-30,1025,1021,0,4,0
EX,2020-07-30,20,20,0,0,0
GA,2020-07-30,32,32,0,0,0
IB,2020-07-30,77,77,0,0,0
MC,2020-07-30,63,63,0,0,0
MD,2020-07-30,572,570,0,2,0
ML,2020-07-30,4,4,0,0,0
NC,2020-07-30,52,52,0,0,0
PV,2020-07-30,143,143,0,0,0
RI,2020-07-30,1,1,0,0,0
VC,2020-07-30,248,248,0,0,0
AN,2020-07-31,259,259,0,0,0
AR,2020-07-31,497,497,0,0,0
AS,2020-07-31,12,12,0,0,0
CB,2020-07-31,16,16,0,0,0
CE,2020-07-31,0,0,0,0,0
CL,2020-07-31,151,150,0,1,0
CM,2020-07-31,70,70,0,0,0
CN,2020-07-31,16,16,0,0,0
CT,2020-07-31,1152,1145,0,7,0
EX,2020-07-31,38,38,0,0,0
GA,2020-07-31,33,33,0,0,0
IB,2020-07-31,78,78,0,0,0
MC,2020-07-31,55,55,0,0,0
MD,2020-07-31,717,717,0,0,0
ML,2020-07-31,0,0,0,0,0
NC,2020-07-31,72,72,0,0,0
PV,2020-07-31,177,177,0,0,0
RI,2020-07-31,7,7,0,0,0
VC,2020-07-31,244,244,0,0,0
AN,2020-08-01,248,248,0,0,0
AR,2020-08-01,832,832,0,0,0
AS,2020-08-01,17,17,0,0,0
CB,2020-08-01,38,37,0,0,1
CE,2020-08-01,0,0,0,0,0
CL,2020-08-01,91,91,0,0,0
CM,2020-08-01,59,59,0,0,0
CN,2020-08-01,29,29,0,0,0
CT,2020-08-01,729,727,0,2,0
EX,2020-08-01,18,18,0,0,0
GA,2020-08-01,39,39,0,0,0
IB,2020-08-01,113,113,0,0,0
MC,2020-08-01,83,83,0,0,0
MD,2020-08-01,675,673,0,2,0
ML,2020-08-01,8,8,0,0,0
NC,2020-08-01,88,88,0,0,0
PV,2020-08-01,228,228,0,0,0
RI,2020-08-01,4,4,0,0,0
VC,2020-08-01,281,281,0,0,0
AN,2020-08-02,213,213,0,0,0
AR,2020-08-02,443,443,0,0,0
AS,2020-08-02,11,11,0,0,0
CB,2020-08-02,23,23,0,0,0
CE,2020-08-02,2,2,0,0,0
CL,2020-08-02,92,92,0,0,0
CM,2020-08-02,62,62,0,0,0
CN,2020-08-02,29,29,0,0,0
CT,2020-08-02,480,480,0,0,0
EX,2020-08-02,21,21,0,0,0
GA,2020-08-02,43,43,0,0,0
IB,2020-08-02,97,97,0,0,0
MC,2020-08-02,61,61,0,0,0
MD,2020-08-02,581,580,0,1,0
ML,2020-08-02,4,4,0,0,0
NC,2020-08-02,84,84,0,0,0
PV,2020-08-02,294,294,0,0,0
RI,2020-08-02,5,4,0,1,0
VC,2020-08-02,204,204,0,0,0
AN,2020-08-03,290,290,0,0,0
AR,2020-08-03,457,457,0,0,0
AS,2020-08-03,12,12,0,0,0
CB,2020-08-03,41,41,0,0,0
CE,2020-08-03,0,0,0,0,0
CL,2020-08-03,124,123,0,1,0
CM,2020-08-03,78,78,0,0,0
CN,2020-08-03,38,38,0,0,0
CT,2020-08-03,918,917,0,1,0
EX,2020-08-03,21,21,0,0,0
GA,2020-08-03,76,76,0,0,0
IB,2020-08-03,150,150,0,0,0
MC,2020-08-03,74,74,0,0,0
MD,2020-08-03,953,952,0,1,0
ML,2020-08-03,4,4,0,0,0
NC,2020-08-03,106,106,0,0,0
PV,2020-08-03,429,429,0,0,0
RI,2020-08-03,10,9,0,1,0
VC,2020-08-03,274,274,0,0,0
AN,2020-08-04,283,283,0,0,0
AR,2020-08-04,528,527,0,1,0
AS,2020-08-04,19,19,0,0,0
CB,2020-08-04,49,49,0,0,0
CE,2020-08-04,0,0,0,0,0
CL,2020-08-04,205,205,0,0,0
CM,2020-08-04,99,99,0,0,0
CN,2020-08-04,54,54,0,0,0
CT,2020-08-04,1011,1008,0,3,0
EX,2020-08-04,16,16,0,0,0
GA,2020-08-04,109,109,0,0,0
IB,2020-08-04,169,169,0,0,0
MC,2020-08-04,97,97,0,0,0
MD,2020-08-04,1109,1107,0,2,0
ML,2020-08-04,5,5,0,0,0
NC,2020-08-04,84,84,0,0,0
PV,2020-08-04,381,381,0,0,0
RI,2020-08-04,8,8,0,0,0
VC,2020-08-04,355,355,0,0,0
AN,2020-08-05,363,363,0,0,0
AR,2020-08-05,428,428,0,0,0
AS,2020-08-05,38,38,0,0,0
CB,2020-08-05,32,32,0,0,0
CE,2020-08-05,0,0,0,0,0
CL,2020-08-05,232,232,0,0,0
CM,2020-08-05,94,94,0,0,0
CN,2020-08-05,71,71,0,0,0
CT,2020-08-05,1009,1005,0,4,0
EX,2020-08-05,34,34,0,0,0
GA,2020-08-05,79,79,0,0,0
IB,2020-08-05,160,160,0,0,0
MC,2020-08-05,63,63,0,0,0
MD,2020-08-05,1088,1086,0,2,0
ML,2020-08-05,1,1,0,0,0
NC,2020-08-05,82,82,0,0,0
PV,2020-08-05,376,376,0,0,0
RI,2020-08-05,27,27,0,0,0
VC,2020-08-05,373,373,0,0,0
AN,2020-08-06,372,372,0,0,0
AR,2020-08-06,509,509,0,0,0
AS,2020-08-06,39,39,0,0,0
CB,2020-08-06,45,45,0,0,0
CE,2020-08-06,1,1,0,0,0
CL,2020-08-06,172,172,0,0,0
CM,2020-08-06,118,118,0,0,0
CN,2020-08-06,77,77,0,0,0
CT,2020-08-06,947,943,0,4,0
EX,2020-08-06,32,32,0,0,0
GA,2020-08-06,74,74,0,0,0
IB,2020-08-06,169,169,0,0,0
MC,2020-08-06,61,61,0,0,0
MD,2020-08-06,1101,1100,0,1,0
ML,2020-08-06,3,3,0,0,0
NC,2020-08-06,87,87,0,0,0
PV,2020-08-06,361,361,0,0,0
RI,2020-08-06,16,16,0,0,0
VC,2020-08-06,322,322,0,0,0
AN,2020-08-07,456,456,0,0,0
AR,2020-08-07,535,535,0,0,0
AS,2020-08-07,28,28,0,0,0
CB,2020-08-07,44,44,0,0,0
CE,2020-08-07,1,1,0,0,0
CL,2020-08-07,253,252,0,1,0
CM,2020-08-07,114,114,0,0,0
CN,2020-08-07,69,69,0,0,0
CT,2020-08-07,1154,1152,0,2,0
EX,2020-08-07,46,46,0,0,0
GA,2020-08-07,97,97,0,0,0
IB,2020-08-07,190,190,0,0,0
MC,2020-08-07,109,109,0,0,0
MD,2020-08-07,1366,1360,0,6,0
ML,2020-08-07,5,5,0,0,0
NC,2020-08-07,114,114,0,0,0
PV,2020-08-07,275,275,0,0,0
RI,2020-08-07,21,20,0,0,1
VC,2020-08-07,354,354,0,0,0
AN,2020-08-08,373,373,0,0,0
AR,2020-08-08,492,492,0,0,0
AS,2020-08-08,23,23,0,0,0
CB,2020-08-08,43,43,0,0,0
CE,2020-08-08,2,2,0,0,0
CL,2020-08-08,187,187,0,0,0
CM,2020-08-08,138,138,0,0,0
CN,2020-08-08,68,68,0,0,0
CT,2020-08-08,699,699,0,0,0
EX,2020-08-08,20,20,0,0,0
GA,2020-08-08,112,112,0,0,0
IB,2020-08-08,187,187,0,0,0
MC,2020-08-08,87,87,0,0,0
MD,2020-08-08,1006,1004,0,2,0
ML,2020-08-08,3,3,0,0,0
NC,2020-08-08,91,91,0,0,0
PV,2020-08-08,292,292,0,0,0
RI,2020-08-08,12,12,0,0,0
VC,2020-08-08,319,319,0,0,0
AN,2020-08-09,326,326,0,0,0
AR,2020-08-09,287,287,0,0,0
AS,2020-08-09,35,35,0,0,0
CB,2020-08-09,28,28,0,0,0
CE,2020-08-09,1,1,0,0,0
CL,2020-08-09,272,271,0,1,0
CM,2020-08-09,121,121,0,0,0
CN,2020-08-09,90,90,0,0,0
CT,2020-08-09,531,531,0,0,0
EX,2020-08-09,11,11,0,0,0
GA,2020-08-09,112,112,0,0,0
IB,2020-08-09,169,169,0,0,0
MC,2020-08-09,94,94,0,0,0
MD,2020-08-09,947,944,0,3,0
ML,2020-08-09,5,5,0,0,0
NC,2020-08-09,118,118,0,0,0
PV,2020-08-09,523,523,0,0,0
RI,2020-08-09,20,20,0,0,0
VC,2020-08-09,270,270,0,0,0
AN,2020-08-10,461,461,0,0,0
AR,2020-08-10,558,557,0,1,0
AS,2020-08-10,26,26,0,0,0
CB,2020-08-10,43,43,0,0,0
CE,2020-08-10,2,2,0,0,0
CL,2020-08-10,237,236,0,1,0
CM,2020-08-10,184,184,0,0,0
CN,2020-08-10,140,140,0,0,0
CT,2020-08-10,1069,1066,0,3,0
EX,2020-08-10,26,26,0,0,0
GA,2020-08-10,168,168,0,0,0
IB,2020-08-10,312,312,0,0,0
MC,2020-08-10,124,124,0,0,0
MD,2020-08-10,1503,1498,0,5,0
ML,2020-08-10,14,13,0,0,1
NC,2020-08-10,97,97,0,0,0
PV,2020-08-10,502,502,0,0,0
RI,2020-08-10,54,54,0,0,0
VC,2020-08-10,424,424,0,0,0
AN,2020-08-11,506,506,0,0,0
AR,2020-08-11,362,362,0,0,0
AS,2020-08-11,27,27,0,0,0
CB,2020-08-11,74,74,0,0,0
CE,2020-08-11,4,4,0,0,0
CL,2020-08-11,257,256,0,1,0
CM,2020-08-11,203,203,0,0,0
CN,2020-08-11,154,154,0,0,0
CT,2020-08-11,985,981,0,4,0
EX,2020-08-11,34,34,0,0,0
GA,2020-08-11,139,139,0,0,0
IB,2020-08-11,256,256,0,0,0
MC,2020-08-11,122,122,0,0,0
MD,2020-08-11,1960,1960,0,0,0
ML,2020-08-11,9,7,0,0,2
NC,2020-08-11,123,123,0,0,0
PV,2020-08-11,565,565,0,0,0
RI,2020-08-11,71,71,0,0,0
VC,2020-08-11,427,427,0,0,0
AN,2020-08-12,581,581,0,0,0
AR,2020-08-12,444,444,0,0,0
AS,2020-08-12,26,26,0,0,0
CB,2020-08-12,51,51,0,0,0
CE,2020-08-12,2,2,0,0,0
CL,2020-08-12,308,308,0,0,0
CM,2020-08-12,205,205,0,0,0
CN,2020-08-12,184,184,0,0,0
CT,2020-08-12,1059,1058,0,1,0
EX,2020-08-12,73,73,0,0,0
GA,2020-08-12,144,144,0,0,0
IB,2020-08-12,269,269,0,0,0
MC,2020-08-12,142,142,0,0,0
MD,2020-08-12,1751,1750,0,1,0
ML,2020-08-12,8,8,0,0,0
NC,2020-08-12,94,94,0,0,0
PV,2020-08-12,550,550,0,0,0
RI,2020-08-12,57,56,0,0,1
VC,2020-08-12,470,470,0,0,0
AN,2020-08-13,622,622,0,0,0
AR,2020-08-13,437,437,0,0,0
AS,2020-08-13,17,17,0,0,0
CB,2020-08-13,46,46,0,0,0
CE,2020-08-13,4,4,0,0,0
CL,2020-08-13,325,325,0,0,0
CM,2020-08-13,251,251,0,0,0
CN,2020-08-13,149,149,0,0,0
CT,2020-08-13,1010,1006,0,3,1
EX,2020-08-13,65,65,0,0,0
GA,2020-08-13,131,131,0,0,0
IB,2020-08-13,295,295,0,0,0
MC,2020-08-13,193,193,0,0,0
MD,2020-08-13,1694,1692,0,2,0
ML,2020-08-13,1,1,0,0,0
NC,2020-08-13,90,90,0,0,0
PV,2020-08-13,384,384,0,0,0
RI,2020-08-13,57,57,0,0,0
VC,2020-08-13,454,454,0,0,0
AN,2020-08-14,717,717,0,0,0
AR,2020-08-14,430,430,0,0,0
AS,2020-08-14,22,22,0,0,0
CB,2020-08-14,60,60,0,0,0
CE,2020-08-14,9,9,0,0,0
CL,2020-08-14,376,376,0,0,0
CM,2020-08-14,216,216,0,0,0
CN,2020-08-14,197,196,0,0,1
CT,2020-08-14,1113,1111,0,2,0
EX,2020-08-14,47,47,0,0,0
GA,2020-08-14,131,131,0,0,0
IB,2020-08-14,296,296,0,0,0
MC,2020-08-14,179,179,0,0,0
MD,2020-08-14,2236,2232,0,4,0
ML,2020-08-14,6,6,0,0,0
NC,2020-08-14,87,87,0,0,0
PV,2020-08-14,299,299,0,0,0
RI,2020-08-14,59,59,0,0,0
VC,2020-08-14,534,534,0,0,0
AN,2020-08-15,626,626,0,0,0
AR,2020-08-15,362,362,0,0,0
AS,2020-08-15,29,29,0,0,0
CB,2020-08-15,57,57,0,0,0
CE,2020-08-15,8,8,0,0,0
CL,2020-08-15,287,286,0,1,0
CM,2020-08-15,201,201,0,0,0
CN,2020-08-15,210,209,0,0,1
CT,2020-08-15,781,781,0,0,0
EX,2020-08-15,29,29,0,0,0
GA,2020-08-15,154,154,0,0,0
IB,2020-08-15,237,236,1,0,0
MC,2020-08-15,177,177,0,0,0
MD,2020-08-15,1166,1166,0,0,0
ML,2020-08-15,12,12,0,0,0
NC,2020-08-15,122,122,0,0,0
PV,2020-08-15,521,521,0,0,0
RI,2020-08-15,49,49,0,0,0
VC,2020-08-15,421,421,0,0,0
AN,2020-08-16,582,582,0,0,0
AR,2020-08-16,329,328,0,1,0
AS,2020-08-16,24,24,0,0,0
CB,2020-08-16,62,62,0,0,0
CE,2020-08-16,1,1,0,0,0
CL,2020-08-16,298,298,0,0,0
CM,2020-08-16,173,173,0,0,0
CN,2020-08-16,149,147,0,0,2
CT,2020-08-16,705,704,0,1,0
EX,2020-08-16,38,38,0,0,0
GA,2020-08-16,151,151,0,0,0
IB,2020-08-16,233,233,0,0,0
MC,2020-08-16,130,130,0,0,0
MD,2020-08-16,921,921,0,0,0
ML,2020-08-16,4,4,0,0,0
NC,2020-08-16,80,80,0,0,0
PV,2020-08-16,554,554,0,0,0
RI,2020-08-16,55,54,0,0,1
VC,2020-08-16,370,370,0,0,0
AN,2020-08-17,732,732,0,0,0
AR,2020-08-17,386,386,0,0,0
AS,2020-08-17,22,22,0,0,0
CB,2020-08-17,62,62,0,0,0
CE,2020-08-17,15,15,0,0,0
CL,2020-08-17,350,350,0,0,0
CM,2020-08-17,259,259,0,0,0
CN,2020-08-17,241,241,0,0,0
CT,2020-08-17,1122,1119,0,3,0
EX,2020-08-17,53,53,0,0,0
GA,2020-08-17,253,253,0,0,0
IB,2020-08-17,380,380,0,0,0
MC,2020-08-17,220,220,0,0,0
MD,2020-08-17,1523,1523,0,0,0
ML,2020-08-17,10,10,0,0,0
NC,2020-08-17,91,91,0,0,0
PV,2020-08-17,673,673,0,0,0
RI,2020-08-17,74,74,0,0,0
VC,2020-08-17,561,561,0,0,0
AN,2020-08-18,805,805,0,0,0
AR,2020-08-18,394,394,0,0,0
AS,2020-08-18,30,30,0,0,0
CB,2020-08-18,80,80,0,0,0
CE,2020-08-18,7,7,0,0,0
CL,2020-08-18,397,396,0,1,0
CM,2020-08-18,277,277,0,0,0
CN,2020-08-18,233,233,0,0,0
CT,2020-08-18,1191,1185,0,6,0
EX,2020-08-18,79,79,0,0,0
GA,2020-08-18,245,245,0,0,0
IB,2020-08-18,333,333,0,0,0
MC,2020-08-18,187,187,0,0,0
MD,2020-08-18,2702,2702,0,0,0
ML,2020-08-18,8,8,0,0,0
NC,2020-08-18,103,103,0,0,0
PV,2020-08-18,575,575,0,0,0
RI,2020-08-18,84,84,0,0,0
VC,2020-08-18,564,564,0,0,0
AN,2020-08-19,726,726,0,0,0
AR,2020-08-19,329,329,0,0,0
AS,2020-08-19,29,29,0,0,0
CB,2020-08-19,59,59,0,0,0
CE,2020-08-19,0,0,0,0,0
CL,2020-08-19,407,407,0,0,0
CM,2020-08-19,302,302,0,0,0
CN,2020-08-19,195,194,0,0,1
CT,2020-08-19,1088,1081,0,7,0
EX,2020-08-19,99,99,0,0,0
GA,2020-08-19,234,234,0,0,0
IB,2020-08-19,340,340,0,0,0
MC,2020-08-19,205,205,0,0,0
MD,2020-08-19,2953,2953,0,0,0
ML,2020-08-19,7,7,0,0,0
NC,2020-08-19,114,114,0,0,0
PV,2020-08-19,650,650,0,0,0
RI,2020-08-19,88,88,0,0,0
VC,2020-08-19,581,581,0,0,0
AN,2020-08-20,826,826,0,0,0
AR,2020-08-20,345,345,0,0,0
AS,2020-08-20,32,32,0,0,0
CB,2020-08-20,66,66,0,0,0
CE,2020-08-20,4,4,0,0,0
CL,2020-08-20,498,496,0,2,0
CM,2020-08-20,337,337,0,0,0
CN,2020-08-20,234,232,0,0,2
CT,2020-08-20,1243,1240,0,3,0
EX,2020-08-20,82,82,0,0,0
GA,2020-08-20,227,227,0,0,0
IB,2020-08-20,343,343,0,0,0
MC,2020-08-20,234,234,0,0,0
MD,2020-08-20,2701,2701,0,0,0
ML,2020-08-20,9,8,0,0,1
NC,2020-08-20,102,102,0,0,0
PV,2020-08-20,460,460,0,0,0
RI,2020-08-20,78,78,0,0,0
VC,2020-08-20,599,599,0,0,0
AN,2020-08-21,894,894,0,0,0
AR,2020-08-21,272,272,0,0,0
AS,2020-08-21,33,33,0,0,0
CB,2020-08-21,81,81,0,0,0
CE,2020-08-21,7,7,0,0,0
CL,2020-08-21,393,392,0,1,0
CM,2020-08-21,382,382,0,0,0
CN,2020-08-21,247,247,0,0,0
CT,2020-08-21,1233,1229,0,4,0
EX,2020-08-21,90,90,0,0,0
GA,2020-08-21,196,196,0,0,0
IB,2020-08-21,312,312,0,0,0
MC,2020-08-21,279,279,0,0,0
MD,2020-08-21,3936,3936,0,0,0
ML,2020-08-21,15,14,0,0,1
NC,2020-08-21,147,147,0,0,0
PV,2020-08-21,395,395,0,0,0
RI,2020-08-21,68,68,0,0,0
VC,2020-08-21,659,659,0,0,0
AN,2020-08-22,804,804,0,0,0
AR,2020-08-22,310,310,0,0,0
AS,2020-08-22,36,36,0,0,0
CB,2020-08-22,81,81,0,0,0
CE,2020-08-22,12,12,0,0,0
CL,2020-08-22,276,276,0,0,0
CM,2020-08-22,323,323,0,0,0
CN,2020-08-22,268,268,0,0,0
CT,2020-08-22,756,754,0,2,0
EX,2020-08-22,90,90,0,0,0
GA,2020-08-22,292,292,0,0,0
IB,2020-08-22,237,237,0,0,0
MC,2020-08-22,273,273,0,0,0
MD,2020-08-22,1505,1505,0,0,0
ML,2020-08-22,7,6,0,0,1
NC,2020-08-22,109,109,0,0,0
PV,2020-08-22,532,532,0,0,0
RI,2020-08-22,88,88,0,0,0
VC,2020-08-22,592,592,0,0,0
AN,2020-08-23,751,751,0,0,0
AR,2020-08-23,215,215,0,0,0
AS,2020-08-23,43,43,0,0,0
CB,2020-08-23,59,59,0,0,0
CE,2020-08-23,6,6,0,0,0
CL,2020-08-23,287,286,0,1,0
CM,2020-08-23,307,307,0,0,0
CN,2020-08-23,214,214,0,0,0
CT,2020-08-23,685,685,0,0,0
EX,2020-08-23,71,71,0,0,0
GA,2020-08-23,249,249,0,0,0
IB,2020-08-23,205,205,0,0,0
MC,2020-08-23,240,240,0,0,0
MD,2020-08-23,1073,1072,0,1,0
ML,2020-08-23,16,15,0,0,1
NC,2020-08-23,122,122,0,0,0
PV,2020-08-23,697,697,0,0,0
RI,2020-08-23,94,94,0,0,0
VC,2020-08-23,462,462,0,0,0
AN,2020-08-24,860,860,0,0,0
AR,2020-08-24,264,264,0,0,0
AS,2020-08-24,51,51,0,0,0
CB,2020-08-24,65,65,0,0,0
CE,2020-08-24,10,9,0,1,0
CL,2020-08-24,458,454,0,4,0
CM,2020-08-24,401,401,0,0,0
CN,2020-08-24,290,290,0,0,0
CT,2020-08-24,1289,1287,0,2,0
EX,2020-08-24,78,78,0,0,0
GA,2020-08-24,268,268,0,0,0
IB,2020-08-24,268,268,0,0,0
MC,2020-08-24,261,261,0,0,0
MD,2020-08-24,1790,1789,0,1,0
ML,2020-08-24,17,15,0,0,2
NC,2020-08-24,134,134,0,0,0
PV,2020-08-24,740,740,0,0,0
RI,2020-08-24,71,71,0,0,0
VC,2020-08-24,694,694,0,0,0
AN,2020-08-25,879,879,0,0,0
AR,2020-08-25,287,287,0,0,0
AS,2020-08-25,39,39,0,0,0
CB,2020-08-25,80,80,0,0,0
CE,2020-08-25,11,11,0,0,0
CL,2020-08-25,501,501,0,0,0
CM,2020-08-25,400,399,0,1,0
CN,2020-08-25,296,296,0,0,0
CT,2020-08-25,1160,1156,0,4,0
EX,2020-08-25,110,110,0,0,0
GA,2020-08-25,315,315,0,0,0
IB,2020-08-25,271,271,0,0,0
MC,2020-08-25,298,298,0,0,0
MD,2020-08-25,3731,3729,0,2,0
